"id" "time" "obs" "ytype"
1 0 4.99415738496042 1
1 2 5.51844159462883 1
1 4 12.6135826946481 1
1 6 4.78700997128678 1
2 0 3.60916790692222 1
2 2 5.11266662573413 1
3 0 7.52839782937548 1
4 0 5.32453030197831 1
4 2 5.6180601041444 1
4 4 4.7020340035294 1
4 6 3.49990048645456 1
4 8 2.73019103634494 1
5 0 2.67485343556213 1
5 2 4.84712856916407 1
5 4 4.91746117071324 1
5 6 2.05476844273336 1
5 8 3.25676765020807 1
5 10 2.52298274728852 1
5 12 1.41218159964736 1
5 14 3.94981971613695 1
6 0 3.65638051488145 1
6 2 6.06307353310572 1
6 4 4.26009281227817 1
6 6 4.43212280743352 1
6 8 8.35657978016934 1
6 10 10.7246255668074 1
6 12 13.0742620019609 1
6 14 8.05694170580504 1
6 16 10.3781834474595 1
6 18 16.1932533373193 1
6 20 9.90818278978938 1
6 22 17.8916469402426 1
6 24 14.3994962218685 1
7 0 5.80079732808434 1
7 2 7.26271544942053 1
7 4 10.4572064583991 1
7 6 11.047340724804 1
7 8 4.28610187823809 1
7 10 6.27109131724112 1
7 12 3.931426772592 1
7 14 5.37796656218245 1
7 16 5.72425449994831 1
7 18 4.06189793978214 1
7 20 7.91619368084406 1
7 22 6.84293069943064 1
7 24 6.03162204399073 1
7 26 4.7720800142104 1
7 28 6.60889352360268 1
7 30 8.23931298389438 1
8 0 4.95996512391814 1
8 2 7.59015121706029 1
8 4 5.45755263648889 1
8 6 8.46082681502274 1
8 8 4.75794398637466 1
8 10 5.83600610552701 1
9 0 9.35748730616603 1
10 0 5.27657120115514 1
10 2 5.33872311952528 1
10 4 6.05350476031388 1
11 0 6.98606277751359 1
11 2 6.19975562135041 1
11 4 7.66736868212438 1
11 6 7.60684095083938 1
11 8 4.15013807804154 1
11 10 6.00776256246348 1
11 12 2.25288345745977 1
11 14 6.53763493675697 1
11 16 9.67469413168996 1
11 18 6.34038344692374 1
11 20 10.0037380779254 1
11 22 7.6704331839471 1
11 24 5.72973277819314 1
11 26 6.80988314267665 1
11 28 6.21312851888742 1
11 30 2.70075482531274 1
12 0 4.93721033085595 1
12 2 3.98903390452589 1
12 4 2.88426026590834 1
12 6 5.21997554622303 1
12 8 6.21656096578136 1
12 10 7.59517616660322 1
12 12 10.1325495393468 1
12 14 5.73845773587591 1
12 16 7.42140963612923 1
12 18 6.53850416376312 1
12 20 10.6703363495753 1
12 22 16.5764586970206 1
12 24 14.1852321322181 1
12 26 12.5013057539789 1
12 28 18.5446724703576 1
12 30 7.69251279313771 1
13 0 4.91092150928063 1
13 2 9.66669228065487 1
13 4 3.37238596886354 1
14 0 3.29414994524282 1
15 0 4.8256788047114 1
15 2 5.94469278981245 1
15 4 5.13506040674213 1
15 6 4.33497642683785 1
15 8 5.75788501889074 1
15 10 4.33145809847786 1
15 12 4.46315780598065 1
15 14 4.33838675745682 1
15 16 7.22298495266678 1
15 18 3.8537058454336 1
15 20 5.09510391625636 1
15 22 6.83610879114976 1
16 0 5.97168107393121 1
16 2 5.30592599381075 1
16 4 8.26364277113526 1
17 0 1.28164587616585 1
17 2 3.64078003268932 1
18 0 1.91015692369306 1
18 2 2.64545164032011 1
19 0 4.11478908778281 1
19 2 7.1497723432834 1
19 4 1.83133850053636 1
19 6 5.25686761306243 1
19 8 5.10894771593866 1
19 10 5.35684193774808 1
19 12 6.00436937341461 1
19 14 5.88334079037374 1
20 0 2.7048167303765 1
20 2 0.592062271588251 1
20 4 0.156632982369891 1
20 6 0.256073869629028 1
20 8 0.471460364931004 1
20 10 0.698801671667882 1
20 12 0.665617577484404 1
20 14 1.14921170805445 1
20 16 1.12942442291711 1
20 18 1.83604603847441 1
20 20 1.72495030149778 1
20 22 2.22022508995423 1
20 24 2.01754062996103 1
20 26 2.12906236877908 1
20 28 1.08105769285903 1
20 30 2.52215004483355 1
21 0 4.31524519931949 1
21 2 2.71856025056875 1
22 0 0.551261629768609 1
22 2 1.9517618253518 1
22 4 5.69989596659156 1
22 6 4.6254190073245 1
22 8 5.87578213985379 1
22 10 8.97535641249251 1
22 12 8.99986736007015 1
22 14 8.62561740639588 1
22 16 11.8006056949765 1
23 0 10.136503160547 1
23 2 7.63299431910802 1
23 4 12.7959166479754 1
23 6 10.878615249858 1
23 8 5.68700883775335 1
23 10 4.69155184444168 1
23 12 10.1267245555856 1
23 14 8.19948367303919 1
23 16 10.6577901116178 1
23 18 9.80979093906764 1
23 20 9.7087741364925 1
23 22 10.3715922095321 1
23 24 3.79863757134011 1
23 26 10.021184252583 1
24 0 2.64881122435854 1
25 0 7.18932379746708 1
26 0 7.28550907323235 1
26 2 3.01520631254597 1
26 4 5.45114532750856 1
26 6 4.61408600177656 1
26 8 4.92068740200915 1
26 10 2.40475269521817 1
26 12 4.40042463924616 1
26 14 4.48085126664857 1
26 16 7.09069855153486 1
26 18 5.30432647369818 1
26 20 5.4823071859262 1
26 22 4.46888743573217 1
26 24 4.73504404216288 1
26 26 4.20214041362312 1
26 28 4.02788814076477 1
26 30 6.76619356550096 1
27 0 2.95637825431521 1
28 0 1.16858870991566 1
29 0 3.69517780165918 1
29 2 3.93968709563765 1
29 4 5.13714000069513 1
29 6 3.66927117108736 1
29 8 3.43272285549731 1
29 10 2.67380610390742 1
29 12 4.01940191655947 1
30 0 2.45896036010547 1
30 2 2.46179125256137 1
30 4 1.21043298431881 1
30 6 1.91267281558453 1
30 8 3.25629430572905 1
30 10 2.23998868577435 1
31 0 2.71285260848608 1
31 2 4.99842627022679 1
31 4 3.68915797981186 1
31 6 5.34907662936245 1
31 8 3.59736359726423 1
32 0 4.42938472242494 1
32 2 3.53484905013615 1
32 4 6.57883661131191 1
32 6 5.03911176614981 1
33 0 9.84456703291347 1
33 2 10.1386834332072 1
33 4 5.92834545282043 1
33 6 5.24748225809094 1
33 8 5.10018695973132 1
33 10 7.22134706745952 1
33 12 5.91290985714002 1
33 14 6.95324034164241 1
33 16 7.47170970422818 1
33 18 8.83525694888993 1
33 20 5.78143679393269 1
33 22 10.9089025627085 1
33 24 10.2085588713559 1
33 26 3.67430094258919 1
34 0 4.61290420861921 1
34 2 9.59715578039333 1
34 4 8.65255724105979 1
34 6 10.3965060039665 1
34 8 10.4357978541207 1
34 10 17.5904725486306 1
34 12 15.0287287144602 1
34 14 17.8012896066295 1
34 16 18.2369164205544 1
34 18 15.2580435663464 1
34 20 8.13933479951062 1
34 22 23.4378087938796 1
34 24 12.9475736210683 1
34 26 10.8859629592762 1
34 28 20.5166414628804 1
34 30 10.0694902831454 1
35 0 8.49941876110353 1
35 2 6.52084644559332 1
36 0 4.79212899283733 1
36 2 4.21877464300119 1
36 4 5.42238711325657 1
36 6 3.49974357082271 1
37 0 6.11963582962823 1
37 2 5.44594011678472 1
37 4 2.53010746558951 1
37 6 2.47383999437586 1
37 8 1.02739242911516 1
38 0 3.47538215387096 1
38 2 5.80062798187344 1
38 4 6.40717581688035 1
38 6 2.98693944862891 1
38 8 5.49716902261464 1
38 10 6.26023146939367 1
38 12 5.35192825790299 1
38 14 7.97441675648786 1
38 16 2.38429841306415 1
38 18 5.58075419195661 1
38 20 8.18246164134038 1
38 22 3.86368529549152 1
38 24 6.97003743852348 1
38 26 4.55765415403216 1
38 28 2.60642554103672 1
38 30 4.68889588647012 1
39 0 1.48907573304457 1
39 2 0.445491262769567 1
39 4 1.45405123831354 1
39 6 0.892637605578519 1
39 8 1.45272789059007 1
39 10 1.05557773451939 1
40 0 1.12884866970968 1
40 2 2.22550753675107 1
40 4 3.45056022012932 1
40 6 3.30131691667414 1
40 8 2.95305756887055 1
40 10 2.36860198785737 1
40 12 1.23492095610417 1
41 0 3.55294991042325 1
42 0 3.291981564225 1
43 0 1.32732881994874 1
43 2 0.586762946725714 1
44 0 5.84555091901794 1
44 2 6.13890606486571 1
44 4 3.19483985281204 1
44 6 3.25125547236029 1
44 8 4.81308540297313 1
44 10 4.47230976288274 1
45 0 1.5843311622391 1
45 2 1.78162619591033 1
45 4 0.888766555206805 1
45 6 1.43494104757537 1
45 8 1.00572991844695 1
46 0 3.31472024527216 1
46 2 4.5118433489715 1
46 4 4.39946164114692 1
46 6 3.41018063315717 1
46 8 4.67577543487026 1
47 0 5.4428950025715 1
47 2 4.97614465493278 1
47 4 3.34556556795637 1
47 6 2.67899671896195 1
48 0 5.95504176829898 1
48 2 6.91027564790507 1
49 0 2.43513598469824 1
49 2 2.47259731905025 1
50 0 5.77238404866178 1
50 2 6.27137613870753 1
50 4 9.29136198143575 1
50 6 8.87682129968644 1
51 0 2.6142790405019 1
51 2 4.03915232746132 1
51 4 2.52544130364961 1
52 0 7.218476391682 1
52 2 8.32515252476963 1
52 4 7.47623471806692 1
52 6 4.32056021338678 1
52 8 9.10560587435154 1
52 10 3.93344618956694 1
52 12 6.83280372512608 1
52 14 6.27119417359116 1
52 16 7.58999706615003 1
52 18 3.98057891535165 1
52 20 6.48975209528536 1
52 22 6.39628301681865 1
52 24 4.42383760127176 1
52 26 5.8020615231845 1
52 28 5.89354228660595 1
52 30 7.06018194518727 1
53 0 2.01541469681124 1
53 2 1.80943817174485 1
53 4 1.64624639981311 1
53 6 1.4496896616575 1
53 8 1.65421839882238 1
53 10 1.912030773075 1
53 12 1.56503472242561 1
53 14 1.33258145259244 1
53 16 1.97417122361214 1
53 18 1.9948575444809 1
53 20 2.69020456912329 1
53 22 1.11310608654798 1
53 24 2.14438711404403 1
53 26 1.19572084512976 1
54 0 6.3440658322677 1
54 2 8.89267337365575 1
54 4 7.4965081707397 1
54 6 9.44911577768746 1
54 8 5.81967690393468 1
54 10 9.00523666659117 1
54 12 7.44797910694125 1
54 14 11.0517045630645 1
54 16 6.53447892008711 1
54 18 8.90049984583773 1
54 20 4.9251570342305 1
54 22 11.6956491016457 1
54 24 8.18830753776212 1
54 26 11.7965736212109 1
54 28 6.84598548449338 1
54 30 12.3747283824468 1
55 0 7.87867284381304 1
55 2 9.7125687707013 1
55 4 10.8585210262538 1
55 6 10.6701960644259 1
55 8 13.3877264428091 1
55 10 7.82024065007811 1
55 12 8.06302508558897 1
55 14 12.3163033550801 1
56 0 4.93599527525513 1
57 0 3.5130047530514 1
57 2 3.16911573451874 1
58 0 7.95686344066844 1
58 2 5.74613239935041 1
59 0 -1.96643931019799 1
59 2 -2.93691753241635 1
59 4 -2.91874093294479 1
59 6 -1.94547747107592 1
59 8 -1.81900487505733 1
59 10 -2.59895691982452 1
59 12 -3.69828442201149 1
59 14 -3.03298080171729 1
60 0 2.59208398878068 1
60 2 2.32006207947198 1
60 4 3.03640065965944 1
60 6 3.5194376029992 1
61 0 5.49654383408745 1
61 2 5.09909208036096 1
61 4 5.09567877498607 1
62 0 2.940452833356 1
63 0 1.21284811431937 1
63 2 4.85447088398776 1
63 4 1.38616230804789 1
64 0 3.21003919553803 1
65 0 5.95638214119262 1
65 2 5.64094385887477 1
65 4 4.21825352044448 1
65 6 3.71781232429114 1
65 8 3.78472864842938 1
65 10 7.73289863846438 1
65 12 5.41775077277578 1
65 14 6.62898845507933 1
65 16 3.60533186469322 1
65 18 4.99155564473507 1
65 20 7.4604487192643 1
65 22 6.08062465055242 1
65 24 8.06586521549641 1
65 26 6.89979992265031 1
65 28 5.00615879501104 1
65 30 2.48918219999649 1
66 0 4.89316600441659 1
66 2 5.50484676665254 1
66 4 5.44948944670296 1
66 6 5.00080229592638 1
66 8 7.08767444917629 1
67 0 6.87888570224079 1
67 2 6.50779020168809 1
68 0 6.43851774350077 1
68 2 7.08673314803887 1
68 4 8.59287457253656 1
68 6 9.0441626410171 1
68 8 4.13169347430577 1
68 10 7.95105714756371 1
68 12 5.51385344057904 1
68 14 6.64858419628181 1
68 16 6.92114275750415 1
69 0 4.04545313864285 1
69 2 4.3587865481811 1
69 4 2.27642690222118 1
69 6 2.81061612237365 1
70 0 4.92361482349751 1
70 2 -3.32591800866657 1
70 4 -5.9262514331605 1
70 6 -3.36041584550467 1
70 8 -1.61771682947864 1
70 10 -0.111964545402002 1
70 12 1.2581091912838 1
70 14 2.36269782021755 1
70 16 3.87337699714785 1
70 18 3.89168345357823 1
70 20 3.8173633350169 1
71 0 2.85812602125873 1
71 2 4.09451181426483 1
72 0 4.59662664764999 1
72 2 9.37776185766502 1
72 4 5.59206489601405 1
72 6 11.0831388611094 1
72 8 7.99596941313854 1
72 10 11.5152643374567 1
72 12 11.6919707149063 1
72 14 14.4035624069213 1
72 16 10.7556934391005 1
72 18 13.88265898483 1
72 20 11.384557673366 1
72 22 14.2722744810127 1
72 24 12.6354079913221 1
72 26 13.3759103044914 1
72 28 18.793268149308 1
72 30 13.9905038762703 1
73 0 5.45121035861232 1
73 2 6.21748344878902 1
74 0 8.86412399000013 1
74 2 3.28664424176934 1
74 4 10.5367560395919 1
74 6 7.54543342203405 1
75 0 4.75524270827695 1
76 0 4.3213422736988 1
76 2 -4.73055951276235 1
76 4 -5.86071080771773 1
76 6 -7.68905400907404 1
76 8 -13.1323892497861 1
76 10 -12.5410182843656 1
77 0 5.02944263872808 1
77 2 9.10459620159494 1
77 4 7.33317474622455 1
77 6 5.5720556006498 1
78 0 4.74017115711391 1
79 0 4.24049848526838 1
80 0 2.1567668881153 1
80 2 -0.160880518686391 1
80 4 -0.771599334653525 1
80 6 -2.29675663918384 1
80 8 -2.30622716145596 1
80 10 -2.51930107224978 1
80 12 -2.63230498748161 1
80 14 -1.41143359592336 1
80 16 -1.32952888201808 1
80 18 -1.29199581066941 1
80 20 -2.23630626803759 1
80 22 -1.46923091266949 1
81 0 2.01032117915888 1
81 2 -2.98276967546256 1
81 4 -10.9530495557095 1
82 0 3.30922156340375 1
82 2 5.45867628708595 1
83 0 5.90218790474839 1
83 2 4.17971126454943 1
83 4 3.93801603936693 1
83 6 3.35678224558173 1
83 8 3.20366536312977 1
83 10 2.76256246619681 1
83 12 4.62840346986299 1
83 14 5.18763487985086 1
83 16 5.6634192013499 1
83 18 4.54016444620321 1
83 20 7.00642043769236 1
83 22 2.72596899431895 1
83 24 3.86911140994977 1
83 26 3.19825860778354 1
83 28 4.26950279442436 1
83 30 4.60918363546739 1
84 0 6.45018693893335 1
84 2 2.75665615263342 1
84 4 4.52765613605917 1
84 6 5.84572098889654 1
84 8 5.41121800787459 1
84 10 8.18982666213267 1
84 12 4.71287452021687 1
84 14 4.93771880631449 1
84 16 5.26624679909169 1
84 18 5.68497495157903 1
84 20 2.44914413705587 1
84 22 6.45564660386833 1
84 24 5.53063100893217 1
84 26 6.91023621349958 1
84 28 8.1809017319941 1
84 30 5.16878302350711 1
85 0 5.89622803005984 1
85 2 7.98017392058559 1
85 4 11.4930009030835 1
85 6 12.1962051760603 1
85 8 9.60535125670788 1
85 10 9.08733547379562 1
86 0 4.05160155172611 1
86 2 6.13379817840679 1
86 4 7.22299626206754 1
86 6 13.5177061401193 1
86 8 14.0930383498321 1
86 10 7.39240506656022 1
86 12 18.2246291906143 1
86 14 14.1413845873497 1
86 16 15.8569028616182 1
86 18 16.4388163005564 1
86 20 9.97979668297737 1
86 22 28.4867612963252 1
86 24 19.1779969578297 1
86 26 23.4805565312272 1
86 28 26.5868441331033 1
86 30 11.332638197651 1
87 0 6.58604479756054 1
87 2 6.82880559416663 1
88 0 7.05081497468688 1
88 2 4.70597363225778 1
88 4 9.19371211855285 1
88 6 8.56667987053465 1
88 8 8.81708981453556 1
88 10 7.13318995257501 1
88 12 5.03999334238948 1
88 14 6.33646374342166 1
89 0 2.40569143335802 1
89 2 2.40467696283423 1
89 4 2.47257094023343 1
89 6 3.48303662114263 1
89 8 3.38555518484533 1
89 10 2.86025619051192 1
89 12 3.23314852721562 1
89 14 4.50236330835571 1
89 16 3.50012926878362 1
89 18 3.03534247529591 1
89 20 2.56723027462698 1
90 0 5.64071243656238 1
90 2 6.30116107936483 1
90 4 4.78649578609252 1
90 6 4.20386651384316 1
90 8 2.91910176232891 1
90 10 5.62438713115304 1
90 12 5.15674862988618 1
90 14 2.47689832883241 1
90 16 4.71743346505694 1
90 18 0.242122525736192 1
90 20 3.25167886037798 1
91 0 7.64123285787553 1
91 2 2.39278118576242 1
91 4 1.05262329398992 1
91 6 0.426448357246753 1
91 8 0.516095639434723 1
91 10 1.93053605088341 1
91 12 1.99483243790815 1
91 14 1.60496761093221 1
91 16 3.03168914616486 1
91 18 2.15447437247697 1
91 20 3.36965337045363 1
91 22 4.52572551849217 1
92 0 5.12921237159645 1
92 2 4.73711098741288 1
92 4 3.40246640424343 1
92 6 1.21730828592903 1
92 8 3.30482766024214 1
92 10 1.90566941104597 1
92 12 4.0167945387696 1
92 14 1.33533510374267 1
93 0 4.6090399204099 1
93 2 3.55771838649121 1
93 4 10.2239140884712 1
93 6 10.3892515461075 1
94 0 7.7101252466506 1
94 2 7.42295258936288 1
94 4 7.25203841275045 1
94 6 7.84205470245566 1
94 8 7.06596352864775 1
94 10 5.03331176565544 1
94 12 8.99246082836065 1
94 14 7.43510238602391 1
94 16 5.37087586315471 1
95 0 3.45492384941061 1
95 2 3.45464209959031 1
95 4 3.44188293801484 1
95 6 2.46386519630644 1
95 8 1.83990471322922 1
95 10 3.96938847093973 1
95 12 3.59349448171735 1
95 14 1.79084318928779 1
95 16 2.41435946041079 1
